supplier_id,timestamp,event_type,distance_km,load_kg,vehicle_type,fuel_type,speed,energy_kwh,furnace_usage,cooling_load,shift_hours,temperature,refrigeration_load,inventory_volume
GreenTech_Industries,2025-12-01 06:00:00,logistics,245,950,truck_diesel,diesel,45,,,,,,,
GreenTech_Industries,2025-12-01 06:30:00,logistics,268,1020,truck_diesel,diesel,42,,,,,,,
GreenTech_Industries,2025-12-01 07:00:00,logistics,255,980,truck_diesel,diesel,48,,,,,,,
GreenTech_Industries,2025-12-01 07:30:00,logistics,280,1050,truck_diesel,diesel,38,,,,,,,
GreenTech_Industries,2025-12-01 08:00:00,logistics,260,1000,truck_diesel,diesel,44,,,,,,,
GreenTech_Industries,2025-12-01 08:30:00,logistics,275,1030,truck_diesel,diesel,40,,,,,,,
GreenTech_Industries,2025-12-01 09:00:00,logistics,250,970,truck_diesel,diesel,46,,,,,,,
GreenTech_Industries,2025-12-01 09:30:00,logistics,290,1080,truck_diesel,diesel,35,,,,,,,
GreenTech_Industries,2025-12-01 10:00:00,logistics,265,1010,truck_diesel,diesel,43,,,,,,,
GreenTech_Industries,2025-12-01 10:30:00,logistics,285,1060,truck_diesel,diesel,37,,,,,,,
GreenTech_Industries,2025-12-01 11:00:00,logistics,270,1025,truck_diesel,diesel,41,,,,,,,
GreenTech_Industries,2025-12-01 11:30:00,logistics,295,1100,truck_diesel,diesel,33,,,,,,,
GreenTech_Industries,2025-12-01 12:00:00,logistics,258,990,truck_diesel,diesel,47,,,,,,,
GreenTech_Industries,2025-12-01 12:30:00,logistics,300,1120,truck_diesel,diesel,30,,,,,,,
GreenTech_Industries,2025-12-01 13:00:00,logistics,272,1035,truck_diesel,diesel,39,,,,,,,
GreenTech_Industries,2025-12-01 13:30:00,logistics,288,1070,truck_diesel,diesel,36,,,,,,,
GreenTech_Industries,2025-12-01 14:00:00,logistics,262,1005,truck_diesel,diesel,45,,,,,,,
GreenTech_Industries,2025-12-01 14:30:00,logistics,310,1150,truck_diesel,diesel,28,,,,,,,
GreenTech_Industries,2025-12-01 15:00:00,logistics,278,1045,truck_diesel,diesel,38,,,,,,,
GreenTech_Industries,2025-12-01 15:30:00,logistics,292,1090,truck_diesel,diesel,34,,,,,,,
GreenTech_Industries,2025-12-01 06:00:00,factory,,,,,,680,125,195,12,,,,
GreenTech_Industries,2025-12-01 08:00:00,factory,,,,,,720,135,210,12,,,,
GreenTech_Industries,2025-12-01 10:00:00,factory,,,,,,695,130,202,12,,,,
GreenTech_Industries,2025-12-01 12:00:00,factory,,,,,,710,132,206,12,,,,
GreenTech_Industries,2025-12-01 14:00:00,factory,,,,,,685,128,198,12,,,,
GreenTech_Industries,2025-12-01 16:00:00,factory,,,,,,705,131,204,12,,,,
GreenTech_Industries,2025-12-01 18:00:00,factory,,,,,,730,138,215,12,,,,
GreenTech_Industries,2025-12-01 20:00:00,factory,,,,,,690,129,200,12,,,,
GreenTech_Industries,2025-12-01 22:00:00,factory,,,,,,715,133,208,12,,,,
GreenTech_Industries,2025-12-01 23:00:00,factory,,,,,,725,136,212,12,,,,
GreenTech_Industries,2025-12-01 06:00:00,warehouse,,,,,,,,,,,32,88,11500
GreenTech_Industries,2025-12-01 09:00:00,warehouse,,,,,,,,,,,34,95,11800
GreenTech_Industries,2025-12-01 12:00:00,warehouse,,,,,,,,,,,31,90,11650
GreenTech_Industries,2025-12-01 15:00:00,warehouse,,,,,,,,,,,33,92,11720
GreenTech_Industries,2025-12-01 18:00:00,warehouse,,,,,,,,,,,35,98,11900
GreenTech_Industries,2025-12-01 21:00:00,warehouse,,,,,,,,,,,34,94,11780
GreenTech_Industries,2025-12-01 23:00:00,warehouse,,,,,,,,,,,30,86,11450
